date,open,high,low,close,volume,timestamp
2024-11-13,0.168236,0.188931,0.165164,0.188869,,1731456000.0
2024-11-17,0.18796,0.204014,0.174302,0.200153,,1731801600.0
2024-11-21,0.200118,0.20735,0.193307,0.19528,,1732147200.0
2024-11-25,0.195225,0.222757,0.193633,0.20927,,1732492800.0
2024-11-29,0.209135,0.211845,0.187358,0.203238,,1732838400.0
2024-12-03,0.203255,0.220033,0.201007,0.220033,,1733184000.0
2024-12-07,0.220411,0.431288,0.220411,0.325199,,1733529600.0
2024-12-11,0.325107,0.334491,0.245429,0.269809,,1733875200.0
2024-12-15,0.26983,0.30861,0.262197,0.28213,,1734220800.0
2024-12-19,0.282118,0.304005,0.257823,0.257981,,1734566400.0
2024-12-23,0.257609,0.266172,0.224977,0.243732,,1734912000.0
2024-12-27,0.244005,0.259372,0.241461,0.253226,,1735257600.0
2024-12-31,0.253359,0.264617,0.24993,0.252956,,1735603200.0
2025-01-04,0.253059,0.270682,0.250978,0.269789,,1735948800.0
2025-01-08,0.270162,0.273045,0.25275,0.252839,,1736294400.0
2025-01-12,0.252416,0.25464,0.236864,0.241006,,1736640000.0
2025-01-16,0.241032,0.241096,0.216851,0.23819,,1736985600.0
2025-01-20,0.23828,0.256476,0.226566,0.2287,,1737331200.0
2025-01-24,0.228501,0.257939,0.224048,0.25261,,1737676800.0
2025-01-28,0.253456,0.261934,0.233272,0.246462,,1738022400.0
2025-02-01,0.246517,0.258344,0.236359,0.253773,,1738368000.0
2025-02-05,0.253717,0.256357,0.205834,0.224874,,1738713600.0
2025-02-09,0.22429,0.234904,0.22173,0.231885,,1739059200.0
2025-02-13,0.231525,0.248665,0.228174,0.243455,,1739404800.0
2025-02-17,0.243503,0.244097,0.230236,0.242825,,1739750400.0
2025-02-21,0.242638,0.247758,0.232494,0.246485,,1740096000.0
2025-02-25,0.24631,0.250325,0.23483,0.239432,,1740441600.0
2025-03-01,0.239936,0.24346,0.217113,0.233242,,1740787200.0
2025-03-05,0.233013,0.24579,0.226671,0.242199,,1741132800.0
2025-03-09,0.242235,0.250814,0.234403,0.243911,,1741478400.0
2025-03-13,0.243874,0.243954,0.219733,0.223228,,1741824000.0
2025-03-17,0.222777,0.226686,0.211582,0.212135,,1742169600.0
2025-03-21,0.212017,0.242911,0.211131,0.234745,,1742515200.0
2025-03-25,0.234513,0.240802,0.225313,0.228089,,1742860800.0
2025-03-29,0.228408,0.235516,0.226008,0.232467,,1743206400.0
2025-04-02,0.232152,0.23999,0.229587,0.237666,,1743552000.0
2025-04-06,0.237656,0.24221,0.230671,0.238081,,1743897600.0
2025-04-10,0.237712,0.239814,0.221095,0.238607,,1744243200.0
2025-04-14,0.238459,0.254322,0.234657,0.254322,,1744588800.0
2025-04-18,0.254361,0.258577,0.244061,0.247858,,1744934400.0
2025-04-22,0.247813,0.247813,0.239798,0.24631,,1745280000.0
2025-04-26,0.246408,0.249084,0.24132,0.241927,,1745625600.0
2025-04-30,0.241964,0.253994,0.241964,0.243637,,1745971200.0
2025-05-04,0.243767,0.249735,0.242862,0.245611,,1746316800.0
2025-05-08,0.245587,0.250387,0.243739,0.248821,,1746662400.0
2025-05-12,0.248773,0.267847,0.248773,0.264927,,1747008000.0
2025-05-16,0.264952,0.279344,0.261009,0.273009,,1747353600.0
2025-05-20,0.273065,0.277676,0.261079,0.266617,,1747699200.0
2025-05-24,0.266631,0.280201,0.265691,0.268482,,1748044800.0
2025-05-28,0.268612,0.278063,0.268612,0.277543,,1748390400.0
2025-06-01,0.277777,0.279272,0.263851,0.265755,,1748736000.0
2025-06-05,0.265751,0.274415,0.26518,0.274415,,1749081600.0
2025-06-09,0.274434,0.2869,0.266816,0.281893,,1749427200.0
2025-06-13,0.281871,0.294139,0.271007,0.272116,,1749772800.0
2025-06-17,0.272104,0.283863,0.267793,0.275204,,1750118400.0
2025-06-21,0.274803,0.279494,0.268103,0.272483,,1750464000.0
2025-06-25,0.272441,0.274749,0.259457,0.273922,,1750809600.0
2025-06-29,0.273905,0.276394,0.270702,0.274606,,1751155200.0
2025-07-03,0.274698,0.285047,0.274652,0.284754,,1751500800.0
2025-07-07,0.284728,0.287807,0.281706,0.287227,,1751846400.0
2025-07-11,0.287186,0.293601,0.285721,0.293601,,1752192000.0
2025-07-15,0.293521,0.306694,0.293467,0.302531,,1752537600.0
2025-07-19,0.302539,0.33353,0.295762,0.325761,,1752883200.0
2025-07-23,0.325839,0.32723,0.308403,0.315936,,1753228800.0
2025-07-27,0.315945,0.320569,0.301609,0.320037,,1753574400.0
2025-07-31,0.320225,0.348554,0.319361,0.327581,,1753920000.0
2025-08-04,0.327515,0.329242,0.318963,0.327585,,1754265600.0
2025-08-08,0.327424,0.341473,0.327235,0.338451,,1754611200.0
2025-08-12,0.338452,0.345554,0.335099,0.345488,,1754956800.0
2025-08-16,0.345007,0.369488,0.344682,0.352168,,1755302400.0
2025-08-20,0.35245,0.355021,0.344967,0.348124,,1755648000.0
2025-08-24,0.34769,0.367074,0.346499,0.362278,,1755993600.0
2025-08-28,0.362378,0.368238,0.33963,0.34527,,1756339200.0
2025-09-01,0.345113,0.349471,0.333855,0.340767,,1756684800.0
2025-09-05,0.340749,0.342055,0.333888,0.334636,,1757030400.0
2025-09-09,0.33459,0.338897,0.302694,0.331321,,1757376000.0
2025-09-13,0.331279,0.352489,0.329914,0.352489,,1757721600.0
2025-09-17,0.352606,0.354627,0.34055,0.342299,,1758067200.0
2025-09-21,0.342366,0.352198,0.339088,0.346734,,1758412800.0
2025-09-25,0.346758,0.346765,0.334509,0.338255,,1758758400.0
2025-09-29,0.338231,0.339468,0.331048,0.335777,,1759104000.0
2025-10-03,0.335618,0.344113,0.331715,0.342995,,1759449600.0
2025-10-07,0.342806,0.347177,0.339629,0.346268,,1759795200.0
2025-10-11,0.346215,0.347018,0.319219,0.321137,,1760140800.0
2025-10-15,0.320805,0.324239,0.30862,0.31698,,1760486400.0
2025-10-19,0.316965,0.323396,0.305008,0.313112,,1760832000.0
2025-10-23,0.313099,0.325222,0.312598,0.322049,,1761177600.0
2025-10-27,0.32234,0.323488,0.294326,0.300613,,1761523200.0
2025-10-31,0.300364,0.302166,0.288681,0.292382,,1761868800.0
2025-11-04,0.29242,0.298224,0.280866,0.28106,,1762214400.0
2025-11-08,0.281121,0.293541,0.277044,0.292169,,1762560000.0
2025-11-12,0.292314,0.300918,0.288904,0.29705,,1762905600.0
2025-11-16,0.296797,0.300768,0.288466,0.294326,,
2025-11-20,0.294514,0.298855,0.283466,0.286442,,
2025-11-24,0.286566,0.287787,0.273154,0.275086,,
2025-11-28,0.275041,0.280294,0.271066,0.280232,,
2025-12-02,0.280166,0.282866,0.275506,0.277165,,
