date,open,high,low,close,volume,timestamp
2024-11-13,88822.0,89864.0,85315.0,88265.0,,1731456000.0
2024-11-17,87977.0,93477.0,86353.0,90606.0,,1731801600.0
2024-11-21,90597.0,94891.0,88774.0,94217.0,,1732147200.0
2024-11-25,94366.0,99645.0,94159.0,98016.0,,1732492800.0
2024-11-29,98026.0,98882.0,90752.0,95662.0,,1732838400.0
2024-12-03,95649.0,98685.0,94498.0,95833.0,,1733184000.0
2024-12-07,95862.0,103679.0,92980.0,99974.0,,1733529600.0
2024-12-11,99928.0,101235.0,94387.0,96650.0,,1733875200.0
2024-12-15,96643.0,102658.0,95741.0,101367.0,,1734220800.0
2024-12-19,101393.0,108135.0,100237.0,100356.0,,1734566400.0
2024-12-23,100139.0,102759.0,92245.0,95094.0,,1734912000.0
2024-12-27,95110.0,99887.0,92442.0,95678.0,,1735257600.0
2024-12-31,95688.0,97134.0,91375.0,92627.0,,1735603200.0
2025-01-04,92666.0,98971.0,91942.0,98084.0,,1735948800.0
2025-01-08,98116.0,102512.0,96164.0,96952.0,,1736294400.0
2025-01-12,96807.0,97205.0,91251.0,94560.0,,1736640000.0
2025-01-16,94572.0,100702.0,89800.0,100313.0,,1736985600.0
2025-01-20,100555.0,106307.0,97532.0,101275.0,,1737331200.0
2025-01-24,101184.0,108786.0,99702.0,104068.0,,1737676800.0
2025-01-28,104021.0,107006.0,97792.0,101958.0,,1738022400.0
2025-02-01,102101.0,106191.0,100272.0,102382.0,,1738368000.0
2025-02-05,102405.0,102749.0,92460.0,98118.0,,1738713600.0
2025-02-09,97888.0,100097.0,95676.0,96558.0,,1739059200.0
2025-02-13,96454.0,98467.0,94120.0,97836.0,,1739404800.0
2025-02-17,97887.0,98624.0,95410.0,96149.0,,1739750400.0
2025-02-21,96123.0,98758.0,93435.0,98384.0,,1740096000.0
2025-02-25,98337.0,99504.0,91397.0,91397.0,,1740441600.0
2025-03-01,91582.0,92504.0,78393.0,84442.0,,1740787200.0
2025-03-05,84317.0,94902.0,81688.0,87311.0,,1741132800.0
2025-03-09,87039.0,92756.0,84972.0,86143.0,,1741478400.0
2025-03-13,86173.0,86483.0,76784.0,83884.0,,1741824000.0
2025-03-17,83678.0,85140.0,79948.0,82611.0,,1742169600.0
2025-03-21,82570.0,87431.0,81208.0,84271.0,,1742515200.0
2025-03-25,84326.0,88714.0,83239.0,87328.0,,1742860800.0
2025-03-29,87483.0,88430.0,83609.0,84359.0,,1743206400.0
2025-04-02,84333.0,85438.0,81362.0,85238.0,,1743552000.0
2025-04-06,85151.0,87791.0,81333.0,83596.0,,1743897600.0
