date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,1.17,1097171,1.17,1.17,26752116,"['Sushiswap V3 (Katana)', 'Curve (Ethereum)', 'Curve (Sonic)', 'Balancer V2 (Fraxtal)']"
