date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.057819,9319799,0.059495,0.053955,36834795,"['MEXC', 'OrangeX', 'Gate', 'Bitget', 'Coinbase Exchange']"
