date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-20,13.61,8493310,14.24,13.6,60143460,
2025-11-27,12.05,5453506,12.53,11.64,53637061,"['WEEX', 'MEXC', 'BitKan', 'Hibt', 'Bitget']"
