date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-20,1.19,7896795,1.2,1.12,71753712,
2025-11-27,1.49,248602714,2.01,1.09,89392161,"['MEXC', 'Hibt', 'Bithumb', 'Toobit', 'OrangeX']"
