date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-13,0.173869,120026861,0.181965,0.169501,1087578908,
2025-11-27,0.141687,63252651,0.141999,0.137833,902051522,"['BitKan', 'BVOX', 'Gate', 'Coinbase Exchange', 'KuCoin']"
