date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,3016.37,256878,3047.9,2967.83,27413613,"['Curve (Ethereum)', 'Aerodrome SlipStream', 'Velodrome Finance V2 (Optimism)', 'Aerodrome (Base)']"
