date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.01442128,684294,0.01479551,0.01388419,29233451,"['MEXC', 'DigiFinex', 'BVOX', 'OrangeX', 'Gate']"
