date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,92114,163039,91900,89510,1077520777,"['Agni Finance', 'Merchant Moe Liquidity Book (Mantle)', 'Oku Trade (BOB Network)', 'Curve (Ethereum)', 'Uniswap V3 (Ethereum)']"
