date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-13,82.17,15507082,83.98,79.8,1195083976,
2025-11-27,84.33,24655160,85.72,82.84,1225652268,"['MEXC', 'Gate', 'Coinbase Exchange', 'KuCoin', 'Binance']"
