date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.095852,3084939,0.096235,0.091598,50717330,"['BitDelta', 'XT.COM', 'LATOKEN', 'Ourbit', 'Binance']"
