date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.00382702,20142,0.00402205,0.00373601,38263739,"['MEXC', 'Uniswap V4 (Ethereum)', 'Aerodrome Slipstream 2', 'Silk Suite', 'DODO (Ethereum)']"
