date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.258794,91646005,0.263287,0.220434,386877831,"['MEXC', 'XT.COM', 'Coinbase Exchange', 'CoinW', 'Upbit']"
