date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap,exchanges
2025-11-13,0.169832,1720758594,0.17815,0.167535,-0.0025360813979485,-1.47132,25772826002,
2025-12-05,0.137852,1264077258,0.148515,0.137835,,,22280571563,[]
