date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.139153,65217631,0.138982,0.136023,1464827778,"['MEXC', 'DigiFinex', 'OrangeX', 'XT.COM', 'Coinbase Exchange']"
