date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-20,0.067498,1723793,0.068148,0.064254,44687842,
2025-11-27,0.060461,965190,0.062157,0.060124,39803579,"['MEXC', 'Gate', 'KCEX', 'BingX', 'LATOKEN']"
